2017-10-01,2018-01-15,2018-08-15,2018-12-31,2019-03-29,2019-07-15,2019-11-29,2020-02-01,2020-06-12,2020-10-30,2021-02-15,2021-06-22,2021-10-19,2022-02-18
,,,,,,,,,,,,,
,1366.83,,,,,,,,,,,,
,,,2261.31,,1389.76,,,,,,,,
,,,,,,,,,,,,,
,,,3814.84,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1556.49,1679.04,,,,,,,,,
,,,1832.75,1660.67,,1887.63,1670,,,,,,
,,,,,,,,,,,,,
,,,,,,3160,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,1879.89,,,,,,,,,
,,,1655.15,,,,,,,,,1729.65,1396.34
,,,1903.03,2142.53,,1933.93,1685.93,,2467.21,1717.25,-8.75,2542.24,2272.1
,3537.53,,3402.24,3600.69,,3462.38,1963.11,,,,,,
,,,,4594.76,,2297,,,,,1259.49,2393.01,
,,,,,,,8447,,,,,,
,1342.92,,2260.18,1342.23,1197.06,1773.32,1336.92,1670.87,1457.43,1495.69,438.78,,
,,,,,,,,,,,,,
,,,1704.99,1450.39,907.69,,1254.73,,485.1,,928.78,,
,1213,,,,,,,,,,,,
,,,851.06,,,,1185.74,,1284,381.75,,,
,,,1995.19,2348.08,,1902.43,,,1148.33,1148.33,1148.33,1908.6,
,1625.12,,,,,,,,,,,,
,,5031.35,,,,,,,,,,,
2841.59,2159.39,,2346.83,1655.03,,1602.69,,,,,,,
,2109.39,,1903.03,,1600,2437.54,2217.54,562.05,2978.62,2230.88,-11.67,,
,,,,,,,,,,,,,
,2982.53,,2109.7,1917.84,,,,,,,,,
,,,5761.84,4710.84,,5410.9,5502.86,,5426.97,5219.61,,5385.58,5362.8
2007.1,2268.6,2308.15,2109.7,1749.7,,,,,,,,,
,,,1412.59,1316.5,,1430.14,1185.74,,,,,,
,1675.5,,468,,,,,,,,,,
,,932.78,,,,,,,,,,,
,,,8831.35,,,,,,,,,,
,,,1475,1737,,1619.11,1316,1191,2299.11,536.46,,1821.68,1445.88
,,2170.83,1717.67,1159.84,412,2253.41,1685.93,,3086.48,1982.88,1876.79,2294.24,
3328.14,1489.97,,2558.45,1975.64,,,,,,,,,
,1231,,,,,,,,,,,,
,,,2488,1552,3117.74,1727.16,1408,,,,,,
,,,,,,,,,,,,,
,1234,,,,,,,,,,,,
,,,6173,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,2528.01,,,,,,,
,,,,,,,,,,,,,
,,,,1806.64,,,,,,,,,
,1240,,,,,,,,,,,,
,,,607.64,607.66,,,,,,,,,
,1242,,,,,,,,,,,,
,,,4500,,,,,,,,,,995
,,,,,,,,,,,,,
,,,,,,,,649,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1716.46,391.76,1815.15,1361.58,798.04,1782.18,1772.18,834.9,,,,,
,,,,,,,,,1857.94,2082.95,,551.47,
,,,,1233.49,,1831.67,1740.22,,1695.74,1692.44,,2152.12,1496.81
,,,1007.76,380.32,380.32,342.4,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,883.02,,,,,,,,,,,,
,,,5288.17,,,,,,,,,,
,,,,,,,,,,,,,
,,,1903.03,,3473,1739.94,1685.93,2132.79,1956.5,2230.88,2219.21,1996.27,2272.1
,,,2179.07,1714.32,,1431.45,1366.92,,1778.76,2230.75,,2070.78,1834.89
1422.43,1022.41,,,,,,,,,,,,
,,,1429,1656,864.85,602.21,1099,,4128.86,3289.11,3513.81,3458.03,2906.28
,2678.34,,2187,1752,,,,,,,,,
,,,851.06,880.3,539.78,,,1055,,,,,
,,,1852.27,1472.27,1472.27,1472.27,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2170.83,1827.55,597.09,2459.47,1130.08,,,,,,,,,
,,,2836.29,1917.84,1785.74,3454.88,2525.25,2401,1598.87,,,,
,,,3034.33,3103.16,3103.16,3103.16,3659.7,3659.7,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,2320.07,65.27,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1933.93,1602.77,,1871.72,2146.1,-11.67,1960.75,1770.41
,,2767.04,-53.4,,1122.2,,,,,,,,
,,,,,,,,,,,,,
,,,,,1834,,-458.59,,,,,,
,,,,,,,,,,,,,
,,,,2066.44,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,200,
,,,3124.38,2405.34,2405.34,,1150.77,,,,,,
,,,4027.26,1944.12,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1215,,,,,,,,,,,,
,1233,,,,,,,,,,,,
,,,,,,,,,2123.59,1857.94,1571.48,3185.1,1888.62
,,,,,,,,,,,,,
,,,2488,856,,,,,,,,,
,,,,,,,416.02,416.02,,378.75,781.78,,
2721.03,2435.03,2308.15,2668.15,2308.15,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,1211.85,1488.06,1233.49,1233.49,2148.77,1740.22,,1362.32,1769.14,498.27,2416.57,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1854.51,2034.6,1292.28,2330.57,1648,1272,,2123.77,1782.97,2080.99,897.24
,1232,,,,,,,,,,,,
,3464.89,,3464.89,5483.29,5483.29,5483.29,,,,,,,
,,,3261.06,,,,,,,,,,
,,,,,,,,,,,,,
,,,1558.61,1544.44,,,,,,,,,
,,,2504.27,,,,,,,,,,
,,,,,,,,,,,,,
,,,1560.9,1070.49,,,,,,,,,
15.1,,21.49,,,,,,,,,351.62,,
2377.87,2129.87,,2396.83,2148.83,,2437.54,2189.54,1073.46,2977.93,1717.25,-8.75,,
,,,2484.8,2083.32,,,,,,,,,
,,,,,,,,,,,,,
,,,2148.83,1675.91,,2437.54,1941.54,,1956.5,2589.6,1926.24,2272.1,2795.93
,,,5100,918,,1504.73,,,,,,,
,,,,,,,,,,,,,
402,422.46,,1398.96,1675.91,,3882.94,,,,,,,
1625.12,597.09,1028.03,546.66,,,,,,,,,,
,,15.1,,,,,,3323.95,,,,,
,,,,,,,,,,,,,
,,,,,,1150.59,,,,,,,
,,,,2040.59,,1969,2130,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1212.69,1306.43,,,,404.85,,,,,
,,,1216.56,,,1844.73,,,,,,,
,,,2154,1731,1262.55,,,,,,,,
,,,,1107,,881.56,1129,,1355.97,1688.36,,,268.2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,4377.64,,,,,,,-22,,,
,,,1925.23,1925.23,1925.23,1964.06,,,1977.53,1977.62,,2007.28,2007.28
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1435.5,1405.5,,1777.33,2189.62,,986.41,994.46,,2137.92,1493.22
,,332.98,,,,,,,,,,,
,,,2328.86,1655.03,,,,,,,1717.25,2795.93,3540.87
,,,2396.83,2148.83,1655,2189.54,2693.15,,2977.93,2496.51,-14.58,2272.1,1748.27
,,,,,1152,1377.8,1634.15,,,,,,
2295.06,,1571.37,,,1603,2052.99,,,,,,,
,,,,,,,,,,,,,
,,1349.53,,1375.9,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,931,,,,,,,,,,
,,,10437.6,,3050,,,,,,,,
,,,,,1945,,,,,,,,
,,,,,,3454.88,2525.25,,4542.35,2981.9,3804.23,2385.17,3210.41
,,,636.58,279.71,485,597.13,593,,591.2,303.51,299.62,315.3,630.64
,,,3318.96,,,,,,,,,,
,,,,,,9262.44,,,9496.32,165,,,
,,,,,,,1197.74,,711,1039.65,387.84,,
2433.03,1887.53,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2326.89,,,2162.58,1961.73,0,2396,1701.32,130.16,1809.44,1155.83,132.75,,1001.31
,,,1519,1177,,,,,,,,,
,,,,587.51,,,,,,,,,
,796,,1342.23,811.48,,827.95,827.95,877.33,844.41,913.62,,932.42,869.32
,,,3673.97,3313.97,,3170.07,2810.07,,2470.39,2110.39,,,
,,,5026.04,,,866.8,1861.28,,,,,,1752.18
,,,2836.29,3034.74,755.51,3515.55,755.51,2227,1710.86,3562.91,3039.95,1142.99,
